Dates,DOY,Interval,UTC-3,H,D,Z,Data_source
1964-09-17,261,19-20h,16,28405.0,-16.065,8093.0,TTB_staff_DTA_files
1964-09-17,261,20-21h,17,28406.0,-16.07,8093.0,TTB_staff_DTA_files
1964-09-17,261,21-22h,18,28406.0,-16.071666666666665,8092.0,TTB_staff_DTA_files
1964-09-17,261,22-23h,19,28406.0,-16.068333333333335,8092.0,TTB_staff_DTA_files
1964-09-17,261,23-24h,20,28409.0,-16.068333333333335,8091.0,TTB_staff_DTA_files
1964-09-18,262,0-1h,21,28409.0,-16.07,8091.0,TTB_staff_DTA_files
1964-09-18,262,1-2h,22,28410.0,-16.071666666666665,8091.0,TTB_staff_DTA_files
1964-09-18,262,2-3h,23,28412.0,-16.071666666666665,8092.0,TTB_staff_DTA_files
1964-09-18,262,3-4h,0,28414.0,-16.071666666666665,8092.0,TTB_staff_DTA_files
1964-09-18,262,4-5h,1,28415.0,-16.068333333333335,8092.0,TTB_staff_DTA_files
1964-09-18,262,5-6h,2,28415.0,-16.065,8092.0,TTB_staff_DTA_files
1964-09-18,262,6-7h,3,28416.0,-16.065,8093.0,TTB_staff_DTA_files
1964-09-18,262,7-8h,4,28424.0,-16.055,8093.0,TTB_staff_DTA_files
1964-09-18,262,8-9h,5,28434.0,-16.045,8088.0,TTB_staff_DTA_files
1964-09-18,262,9-10h,6,28446.0,-16.038333333333334,8081.0,TTB_staff_DTA_files
1964-09-18,262,10-11h,7,28456.0,-16.041666666666668,8079.0,TTB_staff_DTA_files
1964-09-18,262,11-12h,8,28460.0,-16.056666666666665,8081.0,TTB_staff_DTA_files
1964-09-18,262,12-13h,9,28463.0,-16.065,8081.0,TTB_staff_DTA_files
1964-09-18,262,13-14h,10,28457.0,-16.065,8085.0,TTB_staff_DTA_files
1964-09-18,262,14-15h,11,28444.0,-16.066666666666666,8087.0,TTB_staff_DTA_files
1964-09-18,262,15-16h,12,28433.0,-16.071666666666665,8086.0,TTB_staff_DTA_files
1964-09-18,262,16-17h,13,28426.0,-16.078333333333333,8087.0,TTB_staff_DTA_files
1964-09-18,262,17-18h,14,28421.0,-16.078333333333333,8089.0,TTB_staff_DTA_files
1964-09-18,262,18-19h,15,28418.0,-16.075,8090.0,TTB_staff_DTA_files
1964-09-18,262,19-20h,16,28419.0,-16.075,8089.0,TTB_staff_DTA_files
1964-09-18,262,20-21h,17,28418.0,-16.071666666666665,8090.0,TTB_staff_DTA_files
1964-09-18,262,21-22h,18,28416.0,-16.07,8090.0,TTB_staff_DTA_files
1964-09-18,262,22-23h,19,28416.0,-16.07,8091.0,TTB_staff_DTA_files
1964-09-18,262,23-24h,20,28417.0,-16.07,8091.0,TTB_staff_DTA_files
1964-09-19,263,0-1h,21,28416.0,-16.07,8091.0,TTB_staff_DTA_files
1964-09-19,263,1-2h,22,28416.0,-16.071666666666665,8092.0,TTB_staff_DTA_files
1964-09-19,263,2-3h,23,28416.0,-16.071666666666665,8092.0,TTB_staff_DTA_files
1964-09-19,263,3-4h,0,28417.0,-16.07,8092.0,TTB_staff_DTA_files
1964-09-19,263,4-5h,1,28416.0,-16.066666666666666,8093.0,TTB_staff_DTA_files
1964-09-19,263,5-6h,2,28414.0,-16.063333333333333,8094.0,TTB_staff_DTA_files
1964-09-19,263,6-7h,3,28415.0,-16.061666666666667,8094.0,TTB_staff_DTA_files
1964-09-19,263,7-8h,4,28418.0,-16.058333333333334,8094.0,TTB_staff_DTA_files
1964-09-19,263,8-9h,5,28427.0,-16.055,8089.0,TTB_staff_DTA_files
1964-09-19,263,9-10h,6,28440.0,-16.051666666666666,8082.0,TTB_staff_DTA_files
1964-09-19,263,10-11h,7,28453.0,-16.066666666666666,8081.0,TTB_staff_DTA_files
1964-09-19,263,11-12h,8,28467.0,-16.078333333333333,8079.0,TTB_staff_DTA_files
1964-09-19,263,12-13h,9,28471.0,-16.081666666666667,8085.0,TTB_staff_DTA_files
1964-09-19,263,13-14h,10,28463.0,-16.085,8089.0,TTB_staff_DTA_files
1964-09-19,263,14-15h,11,28452.0,-16.073333333333334,8092.0,TTB_staff_DTA_files
1964-09-19,263,15-16h,12,28441.0,-16.056666666666665,8089.0,TTB_staff_DTA_files
1964-09-19,263,16-17h,13,28432.0,-16.055,8090.0,TTB_staff_DTA_files
1964-09-19,263,17-18h,14,28427.0,-16.053333333333335,8089.0,TTB_staff_DTA_files
1964-09-19,263,18-19h,15,28427.0,-16.055,8088.0,TTB_staff_DTA_files
1964-09-19,263,19-20h,16,28424.0,-16.058333333333334,8088.0,TTB_staff_DTA_files
1964-09-19,263,20-21h,17,28423.0,-16.063333333333333,8088.0,TTB_staff_DTA_files
1964-09-19,263,21-22h,18,28423.0,-16.065,8089.0,TTB_staff_DTA_files
1964-09-19,263,22-23h,19,28422.0,-16.065,8089.0,TTB_staff_DTA_files
1964-09-19,263,23-24h,20,28422.0,-16.065,8089.0,TTB_staff_DTA_files
1964-09-20,264,0-1h,21,28422.0,-16.065,8089.0,TTB_staff_DTA_files
1964-09-20,264,1-2h,22,28422.0,-16.065,8089.0,TTB_staff_DTA_files
1964-09-20,264,2-3h,23,28422.0,-16.065,8089.0,TTB_staff_DTA_files
1964-09-20,264,3-4h,0,28422.0,-16.065,8089.0,TTB_staff_DTA_files
1964-09-20,264,4-5h,1,28423.0,-16.063333333333333,8089.0,TTB_staff_DTA_files
1964-09-20,264,5-6h,2,28422.0,-16.056666666666665,8089.0,TTB_staff_DTA_files
1964-09-20,264,6-7h,3,28424.0,-16.055,8089.0,TTB_staff_DTA_files
1964-09-20,264,7-8h,4,28430.0,-16.048333333333332,8087.0,TTB_staff_DTA_files
1964-09-20,264,8-9h,5,28443.0,-16.03666666666667,8077.0,TTB_staff_DTA_files
1964-09-20,264,9-10h,6,28460.0,-16.046666666666667,8064.0,TTB_staff_DTA_files
1964-09-20,264,10-11h,7,28469.0,-16.063333333333333,8055.0,TTB_staff_DTA_files
1964-09-20,264,11-12h,8,28472.0,-16.083333333333332,8052.0,TTB_staff_DTA_files
1964-09-20,264,12-13h,9,28472.0,-16.103333333333335,8067.0,TTB_staff_DTA_files
1964-09-20,264,13-14h,10,28461.0,-16.101666666666667,8080.0,TTB_staff_DTA_files
1964-09-20,264,14-15h,11,28446.0,-16.08833333333333,8085.0,TTB_staff_DTA_files
1964-09-20,264,15-16h,12,28435.0,-16.076666666666668,8085.0,TTB_staff_DTA_files
1964-09-20,264,16-17h,13,28430.0,-16.07,8084.0,TTB_staff_DTA_files
1964-09-20,264,17-18h,14,28426.0,-16.066666666666666,8084.0,TTB_staff_DTA_files
1964-09-20,264,18-19h,15,28423.0,-16.065,8084.0,TTB_staff_DTA_files
1964-09-20,264,19-20h,16,28421.0,-16.065,8084.0,TTB_staff_DTA_files
1964-09-20,264,20-21h,17,28421.0,-16.066666666666666,8084.0,TTB_staff_DTA_files
1964-09-20,264,21-22h,18,28421.0,-16.068333333333335,8083.0,TTB_staff_DTA_files
1964-09-20,264,22-23h,19,28422.0,-16.07,8082.0,TTB_staff_DTA_files
1964-09-20,264,23-24h,20,28423.0,-16.07,8082.0,TTB_staff_DTA_files
1964-09-21,265,0-1h,21,28423.0,-16.068333333333335,8082.0,TTB_staff_DTA_files
1964-09-21,265,1-2h,22,28423.0,-16.066666666666666,8082.0,TTB_staff_DTA_files
1964-09-21,265,2-3h,23,28422.0,-16.075,8082.0,TTB_staff_DTA_files
1964-09-21,265,3-4h,0,28422.0,-16.073333333333334,8083.0,TTB_staff_DTA_files
1964-09-21,265,4-5h,1,28423.0,-16.071666666666665,8084.0,TTB_staff_DTA_files
1964-09-21,265,5-6h,2,28428.0,-16.066666666666666,8084.0,TTB_staff_DTA_files
1964-09-21,265,6-7h,3,28433.0,-16.063333333333333,8084.0,TTB_staff_DTA_files
1964-09-21,265,7-8h,4,28438.0,-16.06,8086.0,TTB_staff_DTA_files
1964-09-21,265,8-9h,5,28452.0,-16.053333333333335,8081.0,TTB_staff_DTA_files
1964-09-21,265,9-10h,6,28477.0,-16.041666666666668,8071.0,TTB_staff_DTA_files
1964-09-21,265,10-11h,7,28491.0,-16.048333333333332,8071.0,TTB_staff_DTA_files
1964-09-21,265,11-12h,8,28494.0,-16.063333333333333,8072.0,TTB_staff_DTA_files
1964-09-21,265,12-13h,9,28488.0,-16.07,8079.0,TTB_staff_DTA_files
1964-09-21,265,13-14h,10,28472.0,-16.068333333333335,8085.0,TTB_staff_DTA_files
1964-09-21,265,14-15h,11,28454.0,-16.066666666666666,8088.0,TTB_staff_DTA_files
1964-09-21,265,15-16h,12,28445.0,-16.06,8086.0,TTB_staff_DTA_files
1964-09-21,265,16-17h,13,28436.0,-16.055,8085.0,TTB_staff_DTA_files
1964-09-21,265,17-18h,14,28437.0,-16.053333333333335,8082.0,TTB_staff_DTA_files
1964-09-21,265,18-19h,15,28437.0,-16.051666666666666,8087.0,TTB_staff_DTA_files
1964-09-21,265,19-20h,16,28433.0,-16.053333333333335,8094.0,TTB_staff_DTA_files
1964-09-21,265,20-21h,17,28439.0,-16.051666666666666,8093.0,TTB_staff_DTA_files
1964-09-21,265,21-22h,18,28442.0,-16.05,8093.0,TTB_staff_DTA_files
1964-09-21,265,22-23h,19,28411.0,-16.056666666666665,8098.0,TTB_staff_DTA_files
1964-09-21,265,23-24h,20,28386.0,-16.083333333333332,8103.0,TTB_staff_DTA_files
1964-09-22,266,0-1h,21,28383.0,-16.091666666666665,8102.0,TTB_staff_DTA_files
1964-09-22,266,1-2h,22,28368.0,-16.065,8100.0,TTB_staff_DTA_files
1964-09-22,266,2-3h,23,28378.0,-16.065,8096.0,TTB_staff_DTA_files
1964-09-22,266,3-4h,0,28383.0,-16.063333333333333,8095.0,TTB_staff_DTA_files
1964-09-22,266,4-5h,1,28378.0,-16.063333333333333,8096.0,TTB_staff_DTA_files
1964-09-22,266,5-6h,2,28380.0,-16.066666666666666,8097.0,TTB_staff_DTA_files
1964-09-22,266,6-7h,3,28390.0,-16.066666666666666,8096.0,TTB_staff_DTA_files
1964-09-22,266,7-8h,4,28404.0,-16.058333333333334,8095.0,TTB_staff_DTA_files
1964-09-22,266,8-9h,5,28419.0,-16.051666666666666,8087.0,TTB_staff_DTA_files
1964-09-22,266,9-10h,6,28434.0,-16.073333333333334,8084.0,TTB_staff_DTA_files
1964-09-22,266,10-11h,7,28438.0,-16.093333333333334,8088.0,TTB_staff_DTA_files
1964-09-22,266,11-12h,8,28439.0,-16.11,8096.0,TTB_staff_DTA_files
1964-09-22,266,12-13h,9,28436.0,-16.115,8111.0,TTB_staff_DTA_files
1964-09-22,266,13-14h,10,28426.0,-16.108333333333334,8115.0,TTB_staff_DTA_files
1964-09-22,266,14-15h,11,28412.0,-16.098333333333333,8115.0,TTB_staff_DTA_files
1964-09-22,266,15-16h,12,28404.0,-16.1,8111.0,TTB_staff_DTA_files
1964-09-22,266,16-17h,13,28395.0,-16.095000000000002,8107.0,TTB_staff_DTA_files
1964-09-22,266,17-18h,14,28394.0,-16.085,8103.0,TTB_staff_DTA_files
1964-09-22,266,18-19h,15,28394.0,-16.083333333333332,8099.0,TTB_staff_DTA_files
1964-09-22,266,19-20h,16,28397.0,-16.081666666666667,8095.0,TTB_staff_DTA_files
1964-09-22,266,20-21h,17,28397.0,-16.08,8096.0,TTB_staff_DTA_files
1964-09-22,266,21-22h,18,28395.0,-16.08,8096.0,TTB_staff_DTA_files
1964-09-22,266,22-23h,19,28395.0,-16.08,8096.0,TTB_staff_DTA_files
1964-09-22,266,23-24h,20,28396.0,-16.08,8096.0,TTB_staff_DTA_files
1964-09-23,267,0-1h,21,28393.0,-16.08,8097.0,TTB_staff_DTA_files
1964-09-23,267,1-2h,22,28393.0,-16.08,8095.0,TTB_staff_DTA_files
1964-09-23,267,2-3h,23,28396.0,-16.078333333333333,8095.0,TTB_staff_DTA_files
1964-09-23,267,3-4h,0,28397.0,-16.066666666666666,8095.0,TTB_staff_DTA_files
1964-09-23,267,4-5h,1,28402.0,-16.068333333333335,8094.0,TTB_staff_DTA_files
1964-09-23,267,5-6h,2,28408.0,-16.068333333333335,8094.0,TTB_staff_DTA_files
1964-09-23,267,6-7h,3,28404.0,-16.068333333333335,8098.0,TTB_staff_DTA_files
1964-09-23,267,7-8h,4,28409.0,-16.06,8098.0,TTB_staff_DTA_files
1964-09-23,267,8-9h,5,28408.0,-16.053333333333335,8091.0,TTB_staff_DTA_files
1964-09-23,267,9-10h,6,28423.0,-16.048333333333332,8074.0,TTB_staff_DTA_files
1964-09-23,267,10-11h,7,28424.0,-16.05,8072.0,TTB_staff_DTA_files
1964-09-23,267,11-12h,8,28440.0,-16.051666666666666,8073.0,TTB_staff_DTA_files
1964-09-23,267,12-13h,9,28436.0,-16.051666666666666,8080.0,TTB_staff_DTA_files
1964-09-23,267,13-14h,10,28422.0,-16.051666666666666,8086.0,TTB_staff_DTA_files
1964-09-23,267,14-15h,11,28412.0,-16.068333333333335,8090.0,TTB_staff_DTA_files
1964-09-23,267,15-16h,12,28407.0,-16.085,8090.0,TTB_staff_DTA_files
1964-09-23,267,16-17h,13,28407.0,-16.085,8090.0,TTB_staff_DTA_files
1964-09-23,267,17-18h,14,28410.0,-16.085,8091.0,TTB_staff_DTA_files
1964-09-23,267,18-19h,15,28409.0,-16.086666666666666,8091.0,TTB_staff_DTA_files
1964-09-23,267,19-20h,16,28404.0,-16.085,8091.0,TTB_staff_DTA_files
1964-09-23,267,20-21h,17,28401.0,-16.085,8093.0,TTB_staff_DTA_files
1964-09-23,267,21-22h,18,28401.0,-16.085,8095.0,TTB_staff_DTA_files
1964-09-23,267,22-23h,19,28400.0,-16.081666666666667,8093.0,TTB_staff_DTA_files
1964-09-23,267,23-24h,20,28400.0,-16.08,8095.0,TTB_staff_DTA_files
1964-09-24,268,0-1h,21,28400.0,-16.078333333333333,8095.0,TTB_staff_DTA_files
1964-09-24,268,1-2h,22,28408.0,-16.08,8095.0,TTB_staff_DTA_files
1964-09-24,268,2-3h,23,28405.0,-16.08,8094.0,TTB_staff_DTA_files
1964-09-24,268,3-4h,0,28407.0,-16.08,8094.0,TTB_staff_DTA_files
1964-09-24,268,4-5h,1,28408.0,-16.08,8094.0,TTB_staff_DTA_files
1964-09-24,268,5-6h,2,28408.0,-16.078333333333333,8095.0,TTB_staff_DTA_files
1964-09-24,268,6-7h,3,28407.0,-16.08,8096.0,TTB_staff_DTA_files
1964-09-24,268,7-8h,4,28410.0,-16.068333333333335,8094.0,TTB_staff_DTA_files
1964-09-24,268,8-9h,5,28427.0,-16.061666666666667,8082.0,TTB_staff_DTA_files
1964-09-24,268,9-10h,6,28442.0,-16.058333333333334,8074.0,TTB_staff_DTA_files
1964-09-24,268,10-11h,7,28459.0,-16.068333333333335,8070.0,TTB_staff_DTA_files
1964-09-24,268,11-12h,8,28462.0,-16.075,8069.0,TTB_staff_DTA_files
1964-09-24,268,12-13h,9,28455.0,-16.075,8071.0,TTB_staff_DTA_files
1964-09-24,268,13-14h,10,28451.0,-16.083333333333332,8077.0,TTB_staff_DTA_files
1964-09-24,268,14-15h,11,28440.0,-16.1,8085.0,TTB_staff_DTA_files
1964-09-24,268,15-16h,12,28422.0,-16.11,8092.0,TTB_staff_DTA_files
1964-09-24,268,16-17h,13,28398.0,-16.098333333333333,8102.0,TTB_staff_DTA_files
1964-09-24,268,17-18h,14,28399.0,-16.081666666666667,8100.0,TTB_staff_DTA_files
1964-09-24,268,18-19h,15,28406.0,-16.078333333333333,8095.0,TTB_staff_DTA_files
1964-09-24,268,19-20h,16,28408.0,-16.078333333333333,8095.0,TTB_staff_DTA_files
1964-09-24,268,20-21h,17,28409.0,-16.078333333333333,8094.0,TTB_staff_DTA_files
1964-09-24,268,21-22h,18,28404.0,-16.071666666666665,8096.0,TTB_staff_DTA_files
1964-09-24,268,22-23h,19,28401.0,-16.078333333333333,8096.0,TTB_staff_DTA_files
1964-09-24,268,23-24h,20,28402.0,-16.075,8096.0,TTB_staff_DTA_files
1964-09-25,269,0-1h,21,28401.0,-16.073333333333334,8096.0,TTB_staff_DTA_files
1964-09-25,269,1-2h,22,28410.0,-16.076666666666668,8095.0,TTB_staff_DTA_files
1964-09-25,269,2-3h,23,28411.0,-16.078333333333333,8095.0,TTB_staff_DTA_files
1964-09-25,269,3-4h,0,28410.0,-16.076666666666668,8096.0,TTB_staff_DTA_files
1964-09-25,269,4-5h,1,28408.0,-16.07,8097.0,TTB_staff_DTA_files
1964-09-25,269,5-6h,2,28408.0,-16.066666666666666,8098.0,TTB_staff_DTA_files
1964-09-25,269,6-7h,3,28408.0,-16.071666666666665,8098.0,TTB_staff_DTA_files
1964-09-25,269,7-8h,4,28408.0,-16.065,8102.0,TTB_staff_DTA_files
1964-09-25,269,8-9h,5,28414.0,-16.058333333333334,8097.0,TTB_staff_DTA_files
1964-09-25,269,9-10h,6,28425.0,-16.048333333333332,8085.0,TTB_staff_DTA_files
1964-09-25,269,10-11h,7,28436.0,-16.051666666666666,8077.0,TTB_staff_DTA_files
1964-09-25,269,11-12h,8,28445.0,-16.063333333333333,8070.0,TTB_staff_DTA_files
1964-09-25,269,12-13h,9,28445.0,-16.096666666666668,8064.0,TTB_staff_DTA_files
1964-09-25,269,13-14h,10,28440.0,-16.111666666666668,8070.0,TTB_staff_DTA_files
1964-09-25,269,14-15h,11,28433.0,-16.12,8084.0,TTB_staff_DTA_files
1964-09-25,269,15-16h,12,28419.0,-16.115,8094.0,TTB_staff_DTA_files
1964-09-25,269,16-17h,13,28411.0,-16.096666666666668,8096.0,TTB_staff_DTA_files
1964-09-25,269,17-18h,14,28410.0,-16.08833333333333,8093.0,TTB_staff_DTA_files
1964-09-25,269,18-19h,15,28411.0,-16.085,8093.0,TTB_staff_DTA_files
1964-09-25,269,19-20h,16,28408.0,-16.083333333333332,8094.0,TTB_staff_DTA_files
1964-09-25,269,20-21h,17,28410.0,-16.078333333333333,8094.0,TTB_staff_DTA_files
1964-09-25,269,21-22h,18,28408.0,-16.076666666666668,8095.0,TTB_staff_DTA_files
1964-09-25,269,22-23h,19,28410.0,-16.076666666666668,8095.0,TTB_staff_DTA_files
1964-09-25,269,23-24h,20,28409.0,-16.075,8095.0,TTB_staff_DTA_files
1964-09-26,270,0-1h,21,28410.0,-16.073333333333334,8095.0,TTB_staff_DTA_files
1964-09-26,270,1-2h,22,28409.0,-16.075,8096.0,TTB_staff_DTA_files
1964-09-26,270,2-3h,23,28411.0,-16.078333333333333,8096.0,TTB_staff_DTA_files
1964-09-26,270,3-4h,0,28412.0,-16.078333333333333,8095.0,TTB_staff_DTA_files
1964-09-26,270,4-5h,1,28414.0,-16.073333333333334,8094.0,TTB_staff_DTA_files
1964-09-26,270,5-6h,2,28414.0,-16.071666666666665,8093.0,TTB_staff_DTA_files
1964-09-26,270,6-7h,3,28416.0,-16.07,8097.0,TTB_staff_DTA_files
1964-09-26,270,7-8h,4,28421.0,-16.065,8103.0,TTB_staff_DTA_files
1964-09-26,270,8-9h,5,28428.0,-16.055,8099.0,TTB_staff_DTA_files
1964-09-26,270,9-10h,6,28442.0,-16.046666666666667,8087.0,TTB_staff_DTA_files
1964-09-26,270,10-11h,7,28455.0,-16.053333333333335,8078.0,TTB_staff_DTA_files
1964-09-26,270,11-12h,8,28461.0,-16.066666666666666,8075.0,TTB_staff_DTA_files
1964-09-26,270,12-13h,9,28459.0,-16.076666666666668,8074.0,TTB_staff_DTA_files
1964-09-26,270,13-14h,10,28450.0,-16.09,8075.0,TTB_staff_DTA_files
1964-09-26,270,14-15h,11,28444.0,-16.105,8076.0,TTB_staff_DTA_files
1964-09-26,270,15-16h,12,28435.0,-16.106666666666666,8082.0,TTB_staff_DTA_files
1964-09-26,270,16-17h,13,28426.0,-16.105,8088.0,TTB_staff_DTA_files
1964-09-26,270,17-18h,14,28420.0,-16.095000000000002,8092.0,TTB_staff_DTA_files
1964-09-26,270,18-19h,15,28416.0,-16.083333333333332,8092.0,TTB_staff_DTA_files
1964-09-26,270,19-20h,16,28417.0,-16.073333333333334,8089.0,TTB_staff_DTA_files
1964-09-26,270,20-21h,17,28417.0,-16.07,8089.0,TTB_staff_DTA_files
1964-09-26,270,21-22h,18,28420.0,-16.068333333333335,8089.0,TTB_staff_DTA_files
1964-09-26,270,22-23h,19,28418.0,-16.065,8089.0,TTB_staff_DTA_files
1964-09-26,270,23-24h,20,28419.0,-16.066666666666666,8090.0,TTB_staff_DTA_files
1964-09-27,271,0-1h,21,28419.0,-16.066666666666666,8090.0,TTB_staff_DTA_files
1964-09-27,271,1-2h,22,28417.0,-16.068333333333335,8090.0,TTB_staff_DTA_files
1964-09-27,271,2-3h,23,28418.0,-16.071666666666665,8091.0,TTB_staff_DTA_files
1964-09-27,271,3-4h,0,28417.0,-16.075,8092.0,TTB_staff_DTA_files
1964-09-27,271,4-5h,1,28418.0,-16.073333333333334,8093.0,TTB_staff_DTA_files
1964-09-27,271,5-6h,2,28421.0,-16.068333333333335,8093.0,TTB_staff_DTA_files
1964-09-27,271,6-7h,3,28423.0,-16.073333333333334,8095.0,TTB_staff_DTA_files
1964-09-27,271,7-8h,4,28424.0,-16.068333333333335,8102.0,TTB_staff_DTA_files
1964-09-27,271,8-9h,5,28432.0,-16.058333333333334,8095.0,TTB_staff_DTA_files
1964-09-27,271,9-10h,6,28447.0,-16.048333333333332,8083.0,TTB_staff_DTA_files
1964-09-27,271,10-11h,7,28462.0,-16.056666666666665,8075.0,TTB_staff_DTA_files
1964-09-27,271,11-12h,8,28474.0,-16.06,8074.0,TTB_staff_DTA_files
1964-09-27,271,12-13h,9,28474.0,-16.041666666666668,8077.0,TTB_staff_DTA_files
1964-09-27,271,13-14h,10,28465.0,-16.04,8085.0,TTB_staff_DTA_files
1964-09-27,271,14-15h,11,28456.0,-16.041666666666668,8090.0,TTB_staff_DTA_files
1964-09-27,271,15-16h,12,28445.0,-16.05,8094.0,TTB_staff_DTA_files
1964-09-27,271,16-17h,13,28431.0,-16.065,8094.0,TTB_staff_DTA_files
1964-09-27,271,17-18h,14,28421.0,-16.07,8094.0,TTB_staff_DTA_files
1964-09-27,271,18-19h,15,28414.0,-16.075,8093.0,TTB_staff_DTA_files
1964-09-27,271,19-20h,16,28407.0,-16.081666666666667,8097.0,TTB_staff_DTA_files
1964-09-27,271,20-21h,17,28394.0,-16.08,8099.0,TTB_staff_DTA_files
1964-09-27,271,21-22h,18,28400.0,-16.073333333333334,8096.0,TTB_staff_DTA_files
1964-09-27,271,22-23h,19,28391.0,-16.073333333333334,8096.0,TTB_staff_DTA_files
1964-09-27,271,23-24h,20,28413.0,-16.076666666666668,8089.0,TTB_staff_DTA_files
1964-09-28,272,0-1h,21,28400.0,-16.08,8095.0,TTB_staff_DTA_files
1964-09-28,272,1-2h,22,28405.0,-16.08,8095.0,TTB_staff_DTA_files
1964-09-28,272,2-3h,23,28416.0,-16.085,8092.0,TTB_staff_DTA_files
1964-09-28,272,3-4h,0,28417.0,-16.078333333333333,8093.0,TTB_staff_DTA_files
1964-09-28,272,4-5h,1,28415.0,-16.068333333333335,8095.0,TTB_staff_DTA_files
1964-09-28,272,5-6h,2,28410.0,-16.065,8096.0,TTB_staff_DTA_files
1964-09-28,272,6-7h,3,28425.0,-16.063333333333333,8093.0,TTB_staff_DTA_files
1964-09-28,272,7-8h,4,28419.0,-16.065,8101.0,TTB_staff_DTA_files
1964-09-28,272,8-9h,5,28419.0,-16.055,8099.0,TTB_staff_DTA_files
1964-09-28,272,9-10h,6,28427.0,-16.061666666666667,8088.0,TTB_staff_DTA_files
1964-09-28,272,10-11h,7,28437.0,-16.066666666666666,8075.0,TTB_staff_DTA_files
1964-09-28,272,11-12h,8,28426.0,-16.085,8077.0,TTB_staff_DTA_files
1964-09-28,272,12-13h,9,28415.0,-16.095000000000002,8070.0,TTB_staff_DTA_files
1964-09-28,272,13-14h,10,28400.0,-16.1,8079.0,TTB_staff_DTA_files
1964-09-28,272,14-15h,11,28409.0,-16.105,8083.0,TTB_staff_DTA_files
1964-09-28,272,15-16h,12,28408.0,-16.106666666666666,8089.0,TTB_staff_DTA_files
1964-09-28,272,16-17h,13,28387.0,-16.113333333333333,8096.0,TTB_staff_DTA_files
1964-09-28,272,17-18h,14,28382.0,-16.108333333333334,8098.0,TTB_staff_DTA_files
1964-09-28,272,18-19h,15,28378.0,-16.095000000000002,8097.0,TTB_staff_DTA_files
1964-09-28,272,19-20h,16,28386.0,-16.086666666666666,8093.0,TTB_staff_DTA_files
1964-09-28,272,20-21h,17,28389.0,-16.08833333333333,8094.0,TTB_staff_DTA_files
1964-09-28,272,21-22h,18,28393.0,-16.086666666666666,8095.0,TTB_staff_DTA_files
1964-09-28,272,22-23h,19,28394.0,-16.085,8095.0,TTB_staff_DTA_files
1964-09-28,272,23-24h,20,28392.0,-16.083333333333332,8095.0,TTB_staff_DTA_files
1964-09-29,273,0-1h,21,28393.0,-16.08,8095.0,TTB_staff_DTA_files
1964-09-29,273,1-2h,22,28393.0,-16.083333333333332,8095.0,TTB_staff_DTA_files
1964-09-29,273,2-3h,23,28398.0,-16.086666666666666,8095.0,TTB_staff_DTA_files
1964-09-29,273,3-4h,0,28397.0,-16.085,8095.0,TTB_staff_DTA_files
1964-09-29,273,4-5h,1,28400.0,-16.085,8095.0,TTB_staff_DTA_files
1964-09-29,273,5-6h,2,28399.0,-16.08,8096.0,TTB_staff_DTA_files
1964-09-29,273,6-7h,3,28404.0,-16.076666666666668,8096.0,TTB_staff_DTA_files
1964-09-29,273,7-8h,4,28416.0,-16.07,8096.0,TTB_staff_DTA_files
1964-09-29,273,8-9h,5,28423.0,-16.065,8090.0,TTB_staff_DTA_files
1964-09-29,273,9-10h,6,28428.0,-16.068333333333335,8088.0,TTB_staff_DTA_files
1964-09-29,273,10-11h,7,28435.0,-16.063333333333333,8087.0,TTB_staff_DTA_files
1964-09-29,273,11-12h,8,28438.0,-16.063333333333333,8088.0,TTB_staff_DTA_files
1964-09-29,273,12-13h,9,28434.0,-16.058333333333334,8090.0,TTB_staff_DTA_files
1964-09-29,273,13-14h,10,28428.0,-16.05,8090.0,TTB_staff_DTA_files
1964-09-29,273,14-15h,11,28422.0,-16.053333333333335,8086.0,TTB_staff_DTA_files
1964-09-29,273,15-16h,12,28414.0,-16.066666666666666,8085.0,TTB_staff_DTA_files
1964-09-29,273,16-17h,13,28411.0,-16.081666666666667,8086.0,TTB_staff_DTA_files
1964-09-29,273,17-18h,14,28412.0,-16.091666666666665,8091.0,TTB_staff_DTA_files
1964-09-29,273,18-19h,15,28412.0,-16.086666666666666,8097.0,TTB_staff_DTA_files
1964-09-29,273,19-20h,16,28409.0,-16.078333333333333,8096.0,TTB_staff_DTA_files
1964-09-29,273,20-21h,17,28401.0,-16.078333333333333,8099.0,TTB_staff_DTA_files
1964-09-29,273,21-22h,18,28401.0,-16.078333333333333,8099.0,TTB_staff_DTA_files
1964-09-29,273,22-23h,19,28406.0,-16.076666666666668,8095.0,TTB_staff_DTA_files
1964-09-29,273,23-24h,20,28405.0,-16.078333333333333,8095.0,TTB_staff_DTA_files
1964-09-30,274,0-1h,21,28400.0,-16.08,8098.0,TTB_staff_DTA_files
1964-09-30,274,1-2h,22,28395.0,-16.078333333333333,8100.0,TTB_staff_DTA_files
1964-09-30,274,2-3h,23,28399.0,-16.078333333333333,8099.0,TTB_staff_DTA_files
1964-09-30,274,3-4h,0,28395.0,-16.075,8100.0,TTB_staff_DTA_files
1964-09-30,274,4-5h,1,28397.0,-16.086666666666666,8099.0,TTB_staff_DTA_files
1964-09-30,274,5-6h,2,28403.0,-16.08,8100.0,TTB_staff_DTA_files
1964-09-30,274,6-7h,3,28402.0,-16.083333333333332,8102.0,TTB_staff_DTA_files
